field_id,rap_variable_name
p30142_i0,Neutrophill count acquisition time | Instance 0
p30142_i1,Neutrophill count acquisition time | Instance 1
p30142_i2,Neutrophill count acquisition time | Instance 2
p30143_i0,Neutrophill count device ID | Instance 0
p30143_i1,Neutrophill count device ID | Instance 1
p30143_i2,Neutrophill count device ID | Instance 2
p30144_i0,Neutrophill count acquisition route | Instance 0
p30144_i1,Neutrophill count acquisition route | Instance 1
p30144_i2,Neutrophill count acquisition route | Instance 2
p30150_i0,Eosinophill count | Instance 0
p30150_i1,Eosinophill count | Instance 1
p30150_i2,Eosinophill count | Instance 2
p30151_i0,Eosinophill count freeze-thaw cycles | Instance 0
p30152_i0,Eosinophill count acquisition time | Instance 0
p30152_i1,Eosinophill count acquisition time | Instance 1
p30152_i2,Eosinophill count acquisition time | Instance 2
p30153_i0,Eosinophill count device ID | Instance 0
p30153_i1,Eosinophill count device ID | Instance 1
p30153_i2,Eosinophill count device ID | Instance 2
p30154_i0,Eosinophill count acquisition route | Instance 0
p30154_i1,Eosinophill count acquisition route | Instance 1
p30154_i2,Eosinophill count acquisition route | Instance 2
p30160_i0,Basophill count | Instance 0
p30160_i1,Basophill count | Instance 1
p30160_i2,Basophill count | Instance 2
p30161_i0,Basophill count freeze-thaw cycles | Instance 0
p30162_i0,Basophill count acquisition time | Instance 0
p30162_i1,Basophill count acquisition time | Instance 1
p30162_i2,Basophill count acquisition time | Instance 2
p30163_i0,Basophill count device ID | Instance 0
p30163_i1,Basophill count device ID | Instance 1
p30163_i2,Basophill count device ID | Instance 2
p30164_i0,Basophill count acquisition route | Instance 0
p30164_i1,Basophill count acquisition route | Instance 1
p30164_i2,Basophill count acquisition route | Instance 2
p30170_i0,Nucleated red blood cell count | Instance 0
p30170_i1,Nucleated red blood cell count | Instance 1
p30170_i2,Nucleated red blood cell count | Instance 2
p30171_i0,Nucleated red blood cell count freeze-thaw cycles | Instance 0
p30172_i0,Nucleated red blood cell count acquisition time | Instance 0
p30172_i1,Nucleated red blood cell count acquisition time | Instance 1
p30172_i2,Nucleated red blood cell count acquisition time | Instance 2
p30173_i0,Nucleated red blood cell count device ID | Instance 0
p30173_i1,Nucleated red blood cell count device ID | Instance 1
p30173_i2,Nucleated red blood cell count device ID | Instance 2
p30174_i0,Nucleated red blood cell count acquisition route | Instance 0
p30174_i1,Nucleated red blood cell count acquisition route | Instance 1
p30174_i2,Nucleated red blood cell count acquisition route | Instance 2
p30180_i0,Lymphocyte percentage | Instance 0
p30180_i1,Lymphocyte percentage | Instance 1
p30180_i2,Lymphocyte percentage | Instance 2
p30181_i0,Lymphocyte percentage freeze-thaw cycles | Instance 0
p30182_i0,Lymphocyte percentage acquisition time | Instance 0
p30182_i1,Lymphocyte percentage acquisition time | Instance 1
p30182_i2,Lymphocyte percentage acquisition time | Instance 2
p30183_i0,Lymphocyte percentage device ID | Instance 0
p30183_i1,Lymphocyte percentage device ID | Instance 1
p30183_i2,Lymphocyte percentage device ID | Instance 2
p30184_i0,Lymphocyte percentage acquisition route | Instance 0
p30184_i1,Lymphocyte percentage acquisition route | Instance 1
p30184_i2,Lymphocyte percentage acquisition route | Instance 2
p30190_i0,Monocyte percentage | Instance 0
p30190_i1,Monocyte percentage | Instance 1
p30190_i2,Monocyte percentage | Instance 2
p30191_i0,Monocyte percentage freeze-thaw cycles | Instance 0
p30192_i0,Monocyte percentage acquisition time | Instance 0
p30192_i1,Monocyte percentage acquisition time | Instance 1
p30192_i2,Monocyte percentage acquisition time | Instance 2
p30193_i0,Monocyte percentage device ID | Instance 0
p30193_i1,Monocyte percentage device ID | Instance 1
p30193_i2,Monocyte percentage device ID | Instance 2
p30194_i0,Monocyte percentage acquisition route | Instance 0
p30194_i1,Monocyte percentage acquisition route | Instance 1
p30194_i2,Monocyte percentage acquisition route | Instance 2
p30200_i0,Neutrophill percentage | Instance 0
p30200_i1,Neutrophill percentage | Instance 1
p30200_i2,Neutrophill percentage | Instance 2
p30201_i0,Neutrophill percentage freeze-thaw cycles | Instance 0
p30202_i0,Neutrophill percentage acquisition time | Instance 0
p30202_i1,Neutrophill percentage acquisition time | Instance 1
p30202_i2,Neutrophill percentage acquisition time | Instance 2
p30203_i0,Neutrophill percentage device ID | Instance 0
p30203_i1,Neutrophill percentage device ID | Instance 1
p30203_i2,Neutrophill percentage device ID | Instance 2
p30204_i0,Neutrophill percentage acquisition route | Instance 0
p30204_i1,Neutrophill percentage acquisition route | Instance 1
p30204_i2,Neutrophill percentage acquisition route | Instance 2
p30210_i0,Eosinophill percentage | Instance 0
p30210_i1,Eosinophill percentage | Instance 1
p30210_i2,Eosinophill percentage | Instance 2
p30211_i0,Eosinophill percentage freeze-thaw cycles | Instance 0
p30212_i0,Eosinophill percentage acquisition time | Instance 0
p30212_i1,Eosinophill percentage acquisition time | Instance 1
p30212_i2,Eosinophill percentage acquisition time | Instance 2
p30213_i0,Eosinophill percentage device ID | Instance 0
p30213_i1,Eosinophill percentage device ID | Instance 1
p30213_i2,Eosinophill percentage device ID | Instance 2
p30214_i0,Eosinophill percentage acquisition route | Instance 0
p30214_i1,Eosinophill percentage acquisition route | Instance 1
p30214_i2,Eosinophill percentage acquisition route | Instance 2
p30220_i0,Basophill percentage | Instance 0
p30220_i1,Basophill percentage | Instance 1
p30220_i2,Basophill percentage | Instance 2
p30221_i0,Basophill percentage freeze-thaw cycles | Instance 0
p30222_i0,Basophill percentage acquisition time | Instance 0
p30222_i1,Basophill percentage acquisition time | Instance 1
p30222_i2,Basophill percentage acquisition time | Instance 2
p30223_i0,Basophill percentage device ID | Instance 0
p30223_i1,Basophill percentage device ID | Instance 1
p30223_i2,Basophill percentage device ID | Instance 2
p30224_i0,Basophill percentage acquisition route | Instance 0
p30224_i1,Basophill percentage acquisition route | Instance 1
p30224_i2,Basophill percentage acquisition route | Instance 2
p30230_i0,Nucleated red blood cell percentage | Instance 0
p30230_i1,Nucleated red blood cell percentage | Instance 1
p30230_i2,Nucleated red blood cell percentage | Instance 2
p30231_i0,Nucleated red blood cell percentage freeze-thaw cycles | Instance 0
p30232_i0,Nucleated red blood cell percentage acquisition time | Instance 0
p30232_i1,Nucleated red blood cell percentage acquisition time | Instance 1
p30232_i2,Nucleated red blood cell percentage acquisition time | Instance 2
p30233_i0,Nucleated red blood cell percentage device ID | Instance 0
p30233_i1,Nucleated red blood cell percentage device ID | Instance 1
p30233_i2,Nucleated red blood cell percentage device ID | Instance 2
p30234_i0,Nucleated red blood cell percentage acquisition route | Instance 0
p30234_i1,Nucleated red blood cell percentage acquisition route | Instance 1
p30234_i2,Nucleated red blood cell percentage acquisition route | Instance 2
p30240_i0,Reticulocyte percentage | Instance 0
p30240_i1,Reticulocyte percentage | Instance 1
p30240_i2,Reticulocyte percentage | Instance 2
p30241_i0,Reticulocyte percentage freeze-thaw cycles | Instance 0
p30242_i0,Reticulocyte percentage acquisition time | Instance 0
p30242_i1,Reticulocyte percentage acquisition time | Instance 1
p30242_i2,Reticulocyte percentage acquisition time | Instance 2
p30243_i0,Reticulocyte percentage device ID | Instance 0
p30243_i1,Reticulocyte percentage device ID | Instance 1
p30243_i2,Reticulocyte percentage device ID | Instance 2
p30244_i0,Reticulocyte percentage acquisition route | Instance 0
p30244_i1,Reticulocyte percentage acquisition route | Instance 1
p30244_i2,Reticulocyte percentage acquisition route | Instance 2
p30250_i0,Reticulocyte count | Instance 0
p30250_i1,Reticulocyte count | Instance 1
p30250_i2,Reticulocyte count | Instance 2
p30251_i0,Reticulocyte count freeze-thaw cycles | Instance 0
p30252_i0,Reticulocyte count acquisition time | Instance 0
p30252_i1,Reticulocyte count acquisition time | Instance 1
p30252_i2,Reticulocyte count acquisition time | Instance 2
p30253_i0,Reticulocyte count device ID | Instance 0
p30253_i1,Reticulocyte count device ID | Instance 1
p30253_i2,Reticulocyte count device ID | Instance 2
p30254_i0,Reticulocyte count acquisition route | Instance 0
p30254_i1,Reticulocyte count acquisition route | Instance 1
p30254_i2,Reticulocyte count acquisition route | Instance 2
p30260_i0,Mean reticulocyte volume | Instance 0
p30260_i1,Mean reticulocyte volume | Instance 1
p30260_i2,Mean reticulocyte volume | Instance 2
p30261_i0,Mean reticulocyte volume freeze-thaw cycles | Instance 0
p30262_i0,Mean reticulocyte volume acquisition time | Instance 0
p30262_i1,Mean reticulocyte volume acquisition time | Instance 1
p30262_i2,Mean reticulocyte volume acquisition time | Instance 2
p30263_i0,Mean reticulocyte volume device ID | Instance 0
p30263_i1,Mean reticulocyte volume device ID | Instance 1
p30263_i2,Mean reticulocyte volume device ID | Instance 2
p30264_i0,Mean reticulocyte volume acquisition route | Instance 0
p30264_i1,Mean reticulocyte volume acquisition route | Instance 1
p30264_i2,Mean reticulocyte volume acquisition route | Instance 2
p30270_i0,Mean sphered cell volume | Instance 0
p30270_i1,Mean sphered cell volume | Instance 1
p30270_i2,Mean sphered cell volume | Instance 2
p30271_i0,Mean sphered cell volume freeze-thaw cycles | Instance 0
p30272_i0,Mean sphered cell volume acquisition time | Instance 0
p30272_i1,Mean sphered cell volume acquisition time | Instance 1
p30272_i2,Mean sphered cell volume acquisition time | Instance 2
p30273_i0,Mean sphered cell volume device ID | Instance 0
p30273_i1,Mean sphered cell volume device ID | Instance 1
p30273_i2,Mean sphered cell volume device ID | Instance 2
p30274_i0,Mean sphered cell volume acquisition route | Instance 0
p30274_i1,Mean sphered cell volume acquisition route | Instance 1
p30274_i2,Mean sphered cell volume acquisition route | Instance 2
p30280_i0,Immature reticulocyte fraction | Instance 0
p30280_i1,Immature reticulocyte fraction | Instance 1
p30280_i2,Immature reticulocyte fraction | Instance 2
p30281_i0,Immature reticulocyte fraction freeze-thaw cycles | Instance 0
p30282_i0,Immature reticulocyte fraction acquisition time | Instance 0
p30282_i1,Immature reticulocyte fraction acquisition time | Instance 1
p30282_i2,Immature reticulocyte fraction acquisition time | Instance 2
p30283_i0,Immature reticulocyte fraction device ID | Instance 0
p30283_i1,Immature reticulocyte fraction device ID | Instance 1
p30283_i2,Immature reticulocyte fraction device ID | Instance 2
p30284_i0,Immature reticulocyte fraction acquisition route | Instance 0
p30284_i1,Immature reticulocyte fraction acquisition route | Instance 1
p30284_i2,Immature reticulocyte fraction acquisition route | Instance 2
p30290_i0,High light scatter reticulocyte percentage | Instance 0
p30290_i1,High light scatter reticulocyte percentage | Instance 1
p30290_i2,High light scatter reticulocyte percentage | Instance 2
p30291_i0,High light scatter reticulocyte percentage freeze-thaw cycles | Instance 0
p30292_i0,High light scatter reticulocyte percentage acquisition time | Instance 0
p30292_i1,High light scatter reticulocyte percentage acquisition time | Instance 1
p30292_i2,High light scatter reticulocyte percentage acquisition time | Instance 2
p30293_i0,High light scatter reticulocyte percentage device ID | Instance 0
p30293_i1,High light scatter reticulocyte percentage device ID | Instance 1
p30293_i2,High light scatter reticulocyte percentage device ID | Instance 2
p30294_i0,High light scatter reticulocyte percentage acquisition route | Instance 0
p30294_i1,High light scatter reticulocyte percentage acquisition route | Instance 1
p30294_i2,High light scatter reticulocyte percentage acquisition route | Instance 2
p30300_i0,High light scatter reticulocyte count | Instance 0
p30300_i1,High light scatter reticulocyte count | Instance 1
p30300_i2,High light scatter reticulocyte count | Instance 2
p30301_i0,High light scatter reticulocyte count freeze-thaw cycles | Instance 0
p30302_i0,High light scatter reticulocyte count acquisition time | Instance 0
p30302_i1,High light scatter reticulocyte count acquisition time | Instance 1
p30302_i2,High light scatter reticulocyte count acquisition time | Instance 2
p30303_i0,High light scatter reticulocyte count device ID | Instance 0
p30303_i1,High light scatter reticulocyte count device ID | Instance 1
p30303_i2,High light scatter reticulocyte count device ID | Instance 2
p30304_i0,High light scatter reticulocyte count acquisition route | Instance 0
p30304_i1,High light scatter reticulocyte count acquisition route | Instance 1
p30304_i2,High light scatter reticulocyte count acquisition route | Instance 2
p30314_i0,Volume of EDTA1 plasma held by UKB | Instance 0
p30314_i1,Volume of EDTA1 plasma held by UKB | Instance 1
p30324_i0,Volume of EDTA1 red cells held by UKB | Instance 0
p30324_i1,Volume of EDTA1 red cells held by UKB | Instance 1
p30334_i0,Volume of EDTA1 buffy held by UKB | Instance 0
p30334_i1,Volume of EDTA1 buffy held by UKB | Instance 1
p30344_i0,Volume of EDTA2 plasma held by UKB | Instance 0
p30344_i1,Volume of EDTA2 plasma held by UKB | Instance 1
p30354_i0,Volume of EDTA2 buffy held by UKB | Instance 0
p30354_i1,Volume of EDTA2 buffy held by UKB | Instance 1
p30364_i0,Volume of EDTA2 red cells held by UKB | Instance 0
p30364_i1,Volume of EDTA2 red cells held by UKB | Instance 1
p30374_i0,Volume of Li-Hep plasma held by UKB | Instance 0
p30374_i1,Volume of Li-Hep plasma held by UKB | Instance 1
p30384_i0,Volume of serum held by UKB | Instance 0
p30384_i1,Volume of serum held by UKB | Instance 1
p30394_i0,Total volume of urine samples held by UKB | Instance 0
p30394_i1,Total volume of urine samples held by UKB | Instance 1
p30404_i0,Volume of ACD held by UKB | Instance 0
p30404_i1,Volume of ACD held by UKB | Instance 1
p30414_i0,Volume of RNA held by UKB | Instance 0
p30414_i1,Volume of RNA held by UKB | Instance 1
p30424_i0,Total volume of saliva samples held by UKB | Instance 0
p30424_i1,Total volume of saliva samples held by UKB | Instance 1
p30500_i0,Microalbumin in urine | Instance 0
p30500_i1,Microalbumin in urine | Instance 1
p30502_i0,Microalbumin in urine acquisition time | Instance 0
p30502_i1,Microalbumin in urine acquisition time | Instance 1
p30503_i0,Microalbumin in urine device ID | Instance 0
p30503_i1,Microalbumin in urine device ID | Instance 1
p30505_i0,Microalbumin in urine result flag | Instance 0
p30505_i1,Microalbumin in urine result flag | Instance 1
p30510_i0,Creatinine (enzymatic) in urine | Instance 0
p30510_i1,Creatinine (enzymatic) in urine | Instance 1
p30512_i0,Creatinine (enzymatic) in urine acquisition time | Instance 0
p30512_i1,Creatinine (enzymatic) in urine acquisition time | Instance 1
